Sequence_name,Location,State,Region,Country,latitude,longitude,Year,Study
DENV2|FJ850072|DENV-2_BR_BID-V2376_2000|Brazil_Northern|2000,North,North,Brazil_North,Brazil,-2.09,-58.31,2000,Others
DENV2|JN819419|DENV-2_BR_BID-V2377_2000|Brazil_Northern|2000,North,North,Brazil_North,Brazil,-2.087,-58.37166,2000,Others
DENV2|HQ012535|BR48622_CE_94|Brazil|1994,Ceará,Ceará,Brazil_Northeast,Brazil,-5.3264703,-39.7156073,1994,Others
DENV2|JX669480|3275_BR-PE_95|Brazil_Pernambuco|1995,Pernambuco,Pernambuco,Brazil_Northeast,Brazil,-8.813717,-36.954105,1995,Others
DENV2|JX669481|3311_BR-PE_95|Brazil_Pernambuco|1995,Pernambuco,Pernambuco,Brazil_Northeast,Brazil,-8.813717,-36.954105,1995,Others
DENV2|JX669482|3337_BR-PE_95|Brazil_Pernambuco|1995,Pernambuco,Pernambuco,Brazil_Northeast,Brazil,-8.813717,-36.954105,1995,Others
DENV2|JX669483|37473_BR-PE_97|Brazil_Pernambuco|1997,Pernambuco,Pernambuco,Brazil_Northeast,Brazil,-8.813717,-36.954105,1997,Others
DENV2|JX669484|47913_BR-PE_98|Brazil_Pernambuco|1998,Pernambuco,Pernambuco,Brazil_Northeast,Brazil,-8.813717,-36.954105,1998,Others
DENV2|JX669485|51347_BR-PE_98|Brazil_Pernambuco|1998,Pernambuco,Pernambuco,Brazil_Northeast,Brazil,-8.813717,-36.954105,1998,Others
DENV2|JX669486|57135_BR-PE_99|Brazil_Pernambuco|1999,Pernambuco,Pernambuco,Brazil_Northeast,Brazil,-8.813717,-36.954105,1999,Others
DENV2|JX669487|72144_BR-PE_00|Brazil_Pernambuco|2000,Pernambuco,Pernambuco,Brazil_Northeast,Brazil,-8.813717,-36.954105,2000,Others
DENV2|JX669488|87086_BR-PE_02|Brazil_Pernambuco|2002,Pernambuco,Pernambuco,Brazil_Northeast,Brazil,-8.813717,-36.954105,2002,Others
DENV2|HQ012533|BR41768_RJ_90|Brazil|1990,Rio de Janeiro,Rio de Janeiro,Brazil_Southeast,Brazil,-22.906847,-43.172897,1990,Others
DENV2|HQ012538|BR39145_RJ_90|Brazil|1990,Rio de Janeiro,Rio de Janeiro,Brazil_Southeast,Brazil,-22.906847,-43.172897,1990,Others
DENV2|HQ012534|BR42727_RJ_91|Brazil|1991,Rio de Janeiro,Rio de Janeiro,Brazil_Southeast,Brazil,-22.906847,-43.172897,1991,Others
DENV2|HQ012536|BR61310_RJ_98|Brazil|1998,Rio de Janeiro,Rio de Janeiro,Brazil_Southeast,Brazil,-22.906847,-43.172897,1998,Others
DENV2|HQ012537|BR64905_RJ_99|Brazil|1999,Rio de Janeiro,Rio de Janeiro,Brazil_Southeast,Brazil,-22.906847,-43.172897,1999,Others
DENV2|JX073928|BR_DEN2_01-01|Brazil|2001,Brazil,Brazil,Brazil_North,Brazil,-2.095,-58.375,2001,Others
DENV2|FJ850082|DENV-2_BR_BID-V2390_2004|Brazil_Northern|2004,North,North,Brazil_North,Brazil,-2.098,-58.39,2004,Others
DENV2|FJ850085|DENV-2_BR_BID-V2393_2005|Brazil_Northern|2005,North,North,Brazil_North,Brazil,-2.091,-58.41,2005,Others
DENV2|FJ850074|DENV-2_BR_BID-V2379_2001|Brazil_Northern|2001,North,North,Brazil_North,Brazil,-2.084,-58.42,2001,Others
DENV2|FJ850076|DENV-2_BR_BID-V2382_2002|Brazil_Northern|2002,North,North,Brazil_North,Brazil,-2.093,-58.32,2002,Others
DENV2|GQ868640|DENV-2_BR_BID-V2385_2003|Brazil_Northern|2003,North,North,Brazil_North,Brazil,-2.099,-58.35,2003,Others
DENV2|FJ850078|DENV-2_BR_BID-V2386_2003|Brazil_Northern|2003,North,North,Brazil_North,Brazil,-2.082,-58.31,2003,Others
DENV2|FJ850091|DENV-2_BR_BID-V2399_2007|Brazil_Northern|2007,North,North,Brazil_North,Brazil,-2.081,-58.37,2007,Others
DENV2|FJ850088|DENV-2_BR_BID-V2396_2006|Brazil_Northern|2006,North,North,Brazil_North,Brazil,-2.079,-58.45,2006,Others
DENV2|GQ199890|DENV-2_BR_BID-V2402_2008|Brazil_Northern|2008,North,North,Brazil_North,Brazil,-2.092,-58.34,2008,Others
DENV2|JX669478|19190_BR-PE_10|Brazil_Pernambuco|2010,Penambuco,Pernambuco,Brazil_Northeast,Brazil,-8.813717,-36.954105,2010,Others
DENV2|JX669477|14905_BR-PE_10|Brazil_Pernambuco|2010,Pernambuco,Pernambuco,Brazil_Northeast,Brazil,-8.813717,-36.954105,2010,Others
DENV2|JX669476|13858_BR-PE_10|Brazil_Pernambuco|2010,Pernambuco,Pernambuco,Brazil_Northeast,Brazil,-8.813717,-36.954105,2010,Others
DENV2|JX669479|9479_BR-PE_10|Brazil_Pernambuco|2010,Pernambuco,Pernambuco,Brazil_Northeast,Brazil,-8.813717,-36.954105,2010,Others
DENV2|KP188549|BR_SJRP_327_2006|Brazil|2006-05-26,São José do Rio Preto,São Paulo,Brazil_Southeast,Brazil,-20.810869,-49.379131,2006,Others
DENV2|KP188550|BR_SJRP_350_2008|Brazil|2008-06-17,São José do Rio Preto,São Paulo,Brazil_Southeast,Brazil,-20.810869,-49.379131,2008,Others
DENV2|KP188551|BR_SJRP_567_2012|Brazil|2012-10-31,São José do Rio Preto,São Paulo,Brazil_Southeast,Brazil,-20.810869,-49.379131,2012,Others
DENV2|KP188552|BR_SJRP_572_2012|Brazil|2012-11-28,São José do Rio Preto,São Paulo,Brazil_Southeast,Brazil,-20.810869,-49.379131,2012,Others
DENV2|KP188555|BR_SJRP_846_2013|Brazil|2013-02-07,São José do Rio Preto,São Paulo,Brazil_Southeast,Brazil,-20.810869,-49.379131,2013,Others
DENV2|KP188554|BR_SJRP_779_2013|Brazil|2013-02-04,São José do Rio Preto,São Paulo,Brazil_Southeast,Brazil,-20.810869,-49.379131,2013,Others
DENV2|KP188556|BR_SJRP_869_2013|Brazil|2013-02-08,São José do Rio Preto,São Paulo,Brazil_Southeast,Brazil,-20.810869,-49.379131,2013,Others
DENV2|KP188553|BR_SJRP_615_2013|Brazil|2013-01-10,São José do Rio Preto,São Paulo,Brazil_Southeast,Brazil,-20.810869,-49.379131,2013,Others
DENV2|KP188569|BR_SJRP_2298_2014|Brazil|2014-04-03,São José do Rio Preto,São Paulo,Brazil_Southeast,Brazil,-20.810869,-49.379131,2014,Others
DENV2|HQ026763|BR0690_RJ_2008|Brazil|2008,Rio de Janeiro,Rio de Janeiro,Brazil_Southeast,Brazil,-22.906847,-43.172897,2008,Others
DENV2|JX567951|BR0337_2008_RJ_2008|Brazil_RJ|2008,Rio de Janeiro,Rio de Janeiro,Brazil_Southeast,Brazil,-22.906847,-43.172897,2008,Others
DENV2|JX567950|BR0450_2008_RJ_2008|Brazil_RJ|2008,Rio de Janeiro,Rio de Janeiro,Brazil_Southeast,Brazil,-22.906847,-43.172897,2008,Others
DENV2|GU131881|DENV-2_BR_BID-V3644_2008|Brazil_Sao_Paulo|2008,Santos,São Paulo,Brazil_Southeast,Brazil,-23.928814,-46.363509,2008,Others
DENV2|GQ868549|DENV-2_BR_BID-V3481_2008|Brazil_Sao_Paulo|2008,São Paulo,São Paulo,Brazil_Southeast,Brazil,-23.55052,-46.633308,2008,Others
DENV2|GQ868550|DENV-2_BR_BID-V3483_2008|Brazil_Sao_Paulo|2008,São Paulo,São Paulo,Brazil_Southeast,Brazil,-23.55052,-46.633308,2008,Others
DENV2|GU131879|DENV-2_BR_BID-V3638_2008|Brazil_Sao_Paulo|2008,São Paulo,São Paulo,Brazil_Southeast,Brazil,-23.55052,-46.633308,2008,Others
DENV2|GU131880|DENV-2_BR_BID-V3640_2008|Brazil_Sao_Paulo|2008,São Paulo,São Paulo,Brazil_Southeast,Brazil,-23.55052,-46.633308,2008,Others
DENV2|GU131885|DENV-2_BR_BID-V3653_2008|Brazil_Sao_Paulo|2008,São Paulo,São Paulo,Brazil_Southeast,Brazil,-23.55052,-46.633308,2008,Others
DENV2|GU131864|DENV-2_BR_BID-V3495_2008|Brazil_Sao_Paulo|2008,São Paulo,São Paulo,Brazil_Southeast,Brazil,-23.55052,-46.633308,2008,Others
DENV2|GU131883|DENV-2_BR_BID-V3648_2008|Brazil_Sao_Paulo|2008,São Paulo,São Paulo,Brazil_Southeast,Brazil,-23.55052,-46.633308,2008,Others
DENV2|GU131884|DENV-2_BR_BID-V3650_2008|Brazil_Sao_Paulo|2008,São Paulo,São Paulo,Brazil_Southeast,Brazil,-23.55052,-46.633308,2008,Others
DENV2|GU131882|DENV-2_BR_BID-V3645_2008|Brazil_Sao_Paulo|2008,São Paulo,São Paulo,Brazil_Southeast,Brazil,-23.55052,-46.633308,2008,Others
DENV2|GQ868551|DENV-2_BR_BID-V3486_2008|Brazil_Sao_Paulo|2008,São Paulo,São Paulo,Brazil_Southeast,Brazil,-23.55052,-46.633308,2008,Others
DENV2|HM181971|DENV-2_BR_BID-V3637_2008|Brazil_Sao_Paulo|2008,São Paulo,São Paulo,Brazil_Southeast,Brazil,-23.55052,-46.633308,2008,Others
DENV2|JX286516|ACS46|Brazil_Santos_Sao_Paulo|2010-03-01,Santos,São Paulo,Brazil_Southeast,Brazil,-23.928814,-46.363509,2010,Others
DENV2|JX286517|ACS46_II|Brazil|2010-03-01,Santos,São Paulo,Brazil_Southeast,Brazil,-23.928814,-46.363509,2010,Others
DENV2|JX286523|DGV91|Brazil|2010-03-24,Santos,São Paulo,Brazil_Southeast,Brazil,-23.928814,-46.363509,2010,Others
DENV2|JX286520|DGV37|Brazil|2010-02-24,Santos,São Paulo,Brazil_Southeast,Brazil,-23.928814,-46.363509,2010,Others
DENV2|JX286526|ACS380|Brazil|2010-03-30,Santos,São Paulo,Brazil_Southeast,Brazil,-23.928814,-46.363509,2010,Others
DENV2|JX286521|ACS721|Brazil|2010-05-04,Santos,São Paulo,Brazil_Southeast,Brazil,-23.928814,-46.363509,2010,Others
DENV2|JX286522|DGV34|Brazil|2010-02-24,Santos,São Paulo,Brazil_Southeast,Brazil,-23.928814,-46.363509,2010,Others
DENV2|JX286518|ACS538|Brazil|2010-04-12,Santos,São Paulo,Brazil_Southeast,Brazil,-23.928814,-46.363509,2010,Others
DENV2|JX286524|DGV106|Brazil|2010-04-15,Santos,São Paulo,Brazil_Southeast,Brazil,-23.928814,-46.363509,2010,Others
DENV2|JX286525|DGV69|Brazil|2010-03-09,Santos,São Paulo,Brazil_Southeast,Brazil,-23.928814,-46.363509,2010,Others
DENV2|JX286519|ACS542|Brazil|2010-05-04,Santos,São Paulo,Brazil_Southeast,Brazil,-23.928814,-46.363509,2010,Others
BC01_DENV2_SaoPaulo_library2|SaoJoseRioPreto-SP|2017-06-07,São José do Rio Preto,São Paulo,Brazil_Southeast,Brazil,-20.810869,-49.379131,2017,CADDE-SP
BC05_DENV2_SaoPaulo_library2|SaoJoseRioPreto-SP|2019-01-17,São José do Rio Preto,São Paulo,Brazil_Southeast,Brazil,-20.810869,-49.379131,2019,CADDE-SP
DENV2|FJ898461|DENV-2_BZ_BID-V2952_2002|Belize|2002,Belize,Belize,SouthAmerica,Belize,16.8259793,-88.7600927,2002,Others
DENV2|AY702034|Cuba13_97|Cuba|1997,Cuba,Cuba,Caribbean,Cuba,21.3271809,-77.8228634,1997,Others
DENV2|AY702035|Cuba58_97|Cuba|1997,Cuba,Cuba,Caribbean,Cuba,21.3271809,-77.8228634,1997,Others
DENV2|AY702036|Cuba115_97|Cuba|1997,Cuba,Cuba,Caribbean,Cuba,21.3271809,-77.8228634,1997,Others
DENV2|AY702037|Cuba89_97|Cuba|1997,Cuba,Cuba,Caribbean,Cuba,21.3271809,-77.8228634,1997,Others
DENV2|AY702039|Cuba205_97|Cuba|1997,Cuba,Cuba,Caribbean,Cuba,21.3271809,-77.8228634,1997,Others
DENV2|AY702038|Cuba165_97|Cuba|1997,Cuba,Cuba,Caribbean,Cuba,21.3271809,-77.8228634,1997,Others
DENV2|FJ898451|DENV-2_DO_BID-V2955_2003|Dominican_Republic|2003,Dominican Republic,Dominican Republic,Caribbean,Dominican Republic,18.892313,-70.2068471,2003,Others
DENV2|EU920849|GUA-Sep-06|Guadeloupe|2006-09,Guadeloupe,Guadeloupe,Caribbean,Guadeloupe,16.2490067,-61.5650444,2006,Others
DENV2|HQ999999|DENV-2_GU_FDA-GUA09_2009|Guatemala_Guatemala_City|2009,Guatemala City,Guatemala,SouthAmerica,Guatemala,14.6418,-90.5132,2009,Others
DENV2|KU509267|DENV2-30|Guatemala|2010,Guatemala ,Guatemala ,SouthAmerica,Guatemala ,15.6356088,-89.8988087,2010,Others
DENV2|KY415992|Homo_sapiens_Haiti-0078_2014|Haiti|2014-06-11,Haiti,Haiti,Caribbean,Haiti,19.1399952,-72.3570972,2014,Others
DENV2|KX702403|Dengue_virus_2_Homo_sapiens_Haiti-1_2016|Haiti|2016-02-05,Haiti,Haiti,Caribbean,Haiti,19.1399952,-72.3570972,2016,Others
DENV2|GQ199892|DENV-2_JM_BID-V2963_2007|Jamaica|2007,Jamaica,Jamaica,Caribbean,Jamaica,18.1850507,-77.3947693,2007,Others
DENV2|AF208496|DEN2_H_IMTSSA-MART_98-703|Martinique|1998,Martinique,Martinique,Caribbean,Martinique,18.1850507,-77.3947693,1998,Others
DENV2|EU920836|MAR-Jun-05|Martinique|2005-06,Martinique,Martinique,Caribbean,Martinique,18.1850507,-77.3947693,2005,Others
DENV2|EU920837|MAR-Aug-05|Martinique|2005-08,Martinique,Martinique,Caribbean,Martinique,18.1850507,-77.3947693,2005,Others
DENV2|EU920843|MAR-Nov-05|Martinique|2005-11,Martinique,Martinique,Caribbean,Martinique,18.1850507,-77.3947693,2005,Others
DENV2|EU920841|MAR-Oct-05|Martinique|2005-10,Martinique,Martinique,Caribbean,Martinique,18.1850507,-77.3947693,2005,Others
DENV2|EU482568|DENV-2_US_BID-V1164_1986|USA_Puerto_Rico|1986,Puerto Rico,Puerto Rico,Caribbean,Puerto Rico,18.2214172,-66.4132819,1986,Others
DENV2|EU569704|DENV-2_US_BID-V1163_1986|USA_Puerto_Rico|1986,Puerto Rico,Puerto Rico,Caribbean,Puerto Rico,18.2214172,-66.4132819,1986,Others
DENV2|KF955363|DENV-2_PR_BID-V856_1986|Puerto_Rico|1986,Puerto Rico,Puerto Rico,Caribbean,Puerto Rico,18.2214172,-66.4132819,1986,Others
DENV2|EU482576|DENV-2_US_BID-V1172_1987|USA_Puerto_Rico|1987,Puerto Rico,Puerto Rico,Caribbean,Puerto Rico,18.2214172,-66.4132819,1987,Others
DENV2|EU482577|DENV-2_US_BID-V1174_1987|USA_Puerto_Rico|1987,Puerto Rico,Puerto Rico,Caribbean,Puerto Rico,18.2214172,-66.4132819,1987,Others
DENV2|EU482569|DENV-2_US_BID-V1165_1987|USA_Puerto_Rico|1987,Puerto Rico,Puerto Rico,Caribbean,Puerto Rico,18.2214172,-66.4132819,1987,Others
DENV2|EU482571|DENV-2_US_BID-V1167_1987|USA_Puerto_Rico|1987,Puerto Rico,Puerto Rico,Caribbean,Puerto Rico,18.2214172,-66.4132819,1987,Others
DENV2|EU482573|DENV-2_US_BID-V1169_1987|USA_Puerto_Rico|1987,Puerto Rico,Puerto Rico,Caribbean,Puerto Rico,18.2214172,-66.4132819,1987,Others
DENV2|EU482574|DENV-2_US_BID-V1170_1987|USA_Puerto_Rico|1987,Puerto Rico,Puerto Rico,Caribbean,Puerto Rico,18.2214172,-66.4132819,1987,Others
DENV2|EU482575|DENV-2_US_BID-V1171_1987|USA_Puerto_Rico|1987,Puerto Rico,Puerto Rico,Caribbean,Puerto Rico,18.2214172,-66.4132819,1987,Others
DENV2|EU482570|DENV-2_US_BID-V1166_1987|USA_Puerto_Rico|1987,Puerto Rico,Puerto Rico,Caribbean,Puerto Rico,18.2214172,-66.4132819,1987,Others
DENV2|EU482572|DENV-2_US_BID-V1168_1987|USA_Puerto_Rico|1987,Puerto Rico,Puerto Rico,Caribbean,Puerto Rico,18.2214172,-66.4132819,1987,Others
DENV2|GQ868603|DENV-2_VI_BID-V2946_1987|Virgin_Islands_Saint_John|1987,Puerto Rico,Puerto Rico,Caribbean,Puerto Rico,18.2214172,-66.4132819,1987,Others
DENV2|EU482579|DENV-2_US_BID-V1176_1988|USA_Puerto_Rico|1988,Puerto Rico,Puerto Rico,Caribbean,Puerto Rico,18.2214172,-66.4132819,1988,Others
DENV2|EU482747|DENV-2_US_BID-V690_1988|USA_Puerto_Rico|1988,Puerto Rico,Puerto Rico,Caribbean,Puerto Rico,18.2214172,-66.4132819,1988,Others
DENV2|EU482742|DENV-2_US_BID-V685_1988|USA_Puerto_Rico|1988,Puerto Rico,Puerto Rico,Caribbean,Puerto Rico,18.2214172,-66.4132819,1988,Others
DENV2|EU482578|DENV-2_US_BID-V1175_1988|USA_Puerto_Rico|1988,Puerto Rico,Puerto Rico,Caribbean,Puerto Rico,18.2214172,-66.4132819,1988,Others
DENV2|EU482562|DENV-2_US_BID-V1060_1989|USA_Puerto_Rico|1989,Puerto Rico,Puerto Rico,Caribbean,Puerto Rico,18.2214172,-66.4132819,1989,Others
DENV2|EU482581|DENV-2_US_BID-V1178_1989|USA_Puerto_Rico|1989,Puerto Rico,Puerto Rico,Caribbean,Puerto Rico,18.2214172,-66.4132819,1989,Others
DENV2|EU482743|DENV-2_US_BID-V686_1989|USA_Puerto_Rico|1989,Puerto Rico,Puerto Rico,Caribbean,Puerto Rico,18.2214172,-66.4132819,1989,Others
DENV2|EU482582|DENV-2_US_BID-V1179_1989|USA_Puerto_Rico|1989,Puerto Rico,Puerto Rico,Caribbean,Puerto Rico,18.2214172,-66.4132819,1989,Others
DENV2|EU482746|DENV-2_US_BID-V689_1989|USA_Puerto_Rico|1989,Puerto Rico,Puerto Rico,Caribbean,Puerto Rico,18.2214172,-66.4132819,1989,Others
DENV2|EU660398|DENV-2_US_BID-V1061_1989|USA_Puerto_Rico|1989,Puerto Rico,Puerto Rico,Caribbean,Puerto Rico,18.2214172,-66.4132819,1989,Others
DENV2|EU482745|DENV-2_US_BID-V688_1989|USA_Puerto_Rico|1989,Puerto Rico,Puerto Rico,Caribbean,Puerto Rico,18.2214172,-66.4132819,1989,Others
DENV2|EU482585|DENV-2_US_BID-V1182_1989|USA_Puerto_Rico|1989,Puerto Rico,Puerto Rico,Caribbean,Puerto Rico,18.2214172,-66.4132819,1989,Others
DENV2|EU482583|DENV-2_US_BID-V1180_1989|USA_Puerto_Rico|1989,Puerto Rico,Puerto Rico,Caribbean,Puerto Rico,18.2214172,-66.4132819,1989,Others
DENV2|EU482584|DENV-2_US_BID-V1181_1989|USA_Puerto_Rico|1989,Puerto Rico,Puerto Rico,Caribbean,Puerto Rico,18.2214172,-66.4132819,1989,Others
DENV2|EU482744|DENV-2_US_BID-V687_1989|USA_Puerto_Rico|1989,Puerto Rico,Puerto Rico,Caribbean,Puerto Rico,18.2214172,-66.4132819,1989,Others
DENV2|EU482580|DENV-2_US_BID-V1177_1989|USA_Puerto_Rico|1989,Puerto Rico,Puerto Rico,Caribbean,Puerto Rico,18.2214172,-66.4132819,1989,Others
DENV2|EU482586|DENV-2_US_BID-V1183_1990|USA_Puerto_Rico|1990,Puerto Rico,Puerto Rico,Caribbean,Puerto Rico,18.2214172,-66.4132819,1990,Others
DENV2|EU482587|DENV-2_US_BID-V1188_1990|USA_Puerto_Rico|1990,Puerto Rico,Puerto Rico,Caribbean,Puerto Rico,18.2214172,-66.4132819,1990,Others
DENV2|EU482588|DENV-2_US_BID-V1189_1990|USA_Puerto_Rico|1990,Puerto Rico,Puerto Rico,Caribbean,Puerto Rico,18.2214172,-66.4132819,1990,Others
DENV2|EU482590|DENV-2_US_BID-V851_1990|USA_Puerto_Rico|1990,Puerto Rico,Puerto Rico,Caribbean,Puerto Rico,18.2214172,-66.4132819,1990,Others
DENV2|EU529701|DENV-2_US_BID-V1087_1991|USA_Puerto_Rico|1991,Puerto Rico,Puerto Rico,Caribbean,Puerto Rico,18.2214172,-66.4132819,1991,Others
DENV2|EU482594|DENV-2_US_BID-V855_1992|USA_Puerto_Rico|1992,Puerto Rico,Puerto Rico,Caribbean,Puerto Rico,18.2214172,-66.4132819,1992,Others
DENV2|EU482589|DENV-2_US_BID-V1360_1993|USA_Puerto_Rico|1993,Puerto Rico,Puerto Rico,Caribbean,Puerto Rico,18.2214172,-66.4132819,1993,Others
DENV2|EU482739|DENV-2_US_BID-V682_1994|USA_Puerto_Rico|1994,Puerto Rico,Puerto Rico,Caribbean,Puerto Rico,18.2214172,-66.4132819,1994,Others
DENV2|EU529700|DENV-2_US_BID-V1085_1994|USA_Puerto_Rico|1994,Puerto Rico,Puerto Rico,Caribbean,Puerto Rico,18.2214172,-66.4132819,1994,Others
DENV2|GQ398270|DENV-2_PR_2DN_1994|Puerto_Rico|1994,Puerto Rico,Puerto Rico,Caribbean,Puerto Rico,18.2214172,-66.4132819,1994,Others
DENV2|EU529695|DENV-2_US_BID-V1058_1994|USA_Puerto_Rico|1994,Puerto Rico,Puerto Rico,Caribbean,Puerto Rico,18.2214172,-66.4132819,1994,Others
DENV2|GQ398278|DENV-2_PR_40DN_1994|Puerto_Rico|1994,Puerto Rico,Puerto Rico,Caribbean,Puerto Rico,18.2214172,-66.4132819,1994,Others
DENV2|GQ398277|DENV-2_PR_38DN_1994|Puerto_Rico|1994,Puerto Rico,Puerto Rico,Caribbean,Puerto Rico,18.2214172,-66.4132819,1994,Others
DENV2|GQ398279|DENV-2_PR_24DN_1994|Puerto_Rico|1994,Puerto Rico,Puerto Rico,Caribbean,Puerto Rico,18.2214172,-66.4132819,1994,Others
DENV2|GQ398275|DENV-2_PR_33DN_1994|Puerto_Rico|1994,Puerto Rico,Puerto Rico,Caribbean,Puerto Rico,18.2214172,-66.4132819,1994,Others
DENV2|GQ398276|DENV-2_PR_26DN_1994|Puerto_Rico|1994,Puerto Rico,Puerto Rico,Caribbean,Puerto Rico,18.2214172,-66.4132819,1994,Others
DENV2|GQ398274|DENV-2_PR_23DN_1994|Puerto_Rico|1994,Puerto Rico,Puerto Rico,Caribbean,Puerto Rico,18.2214172,-66.4132819,1994,Others
DENV2|GQ398271|DENV-2_PR_15DN_1994|Puerto_Rico|1994,Puerto Rico,Puerto Rico,Caribbean,Puerto Rico,18.2214172,-66.4132819,1994,Others
DENV2|GQ398282|DENV-2_PR_35DN_1994|Puerto_Rico|1994,Puerto Rico,Puerto Rico,Caribbean,Puerto Rico,18.2214172,-66.4132819,1994,Others
DENV2|GQ398283|DENV-2_PR_37DN_1994|Puerto_Rico|1994,Puerto Rico,Puerto Rico,Caribbean,Puerto Rico,18.2214172,-66.4132819,1994,Others
DENV2|EU482736|DENV-2_US_BID-V679_1994|USA_Puerto_Rico|1994,Puerto Rico,Puerto Rico,Caribbean,Puerto Rico,18.2214172,-66.4132819,1994,Others
DENV2|GQ398299|DENV-2_PR_25DN_1994|Puerto_Rico|1994,Puerto Rico,Puerto Rico,Caribbean,Puerto Rico,18.2214172,-66.4132819,1994,Others
DENV2|GQ398304|DENV-2_PR_4DN_1994|Puerto_Rico|1994,Puerto Rico,Puerto Rico,Caribbean,Puerto Rico,18.2214172,-66.4132819,1994,Others
DENV2|GQ398305|DENV-2_PR_5DN_1994|Puerto_Rico|1994,Puerto Rico,Puerto Rico,Caribbean,Puerto Rico,18.2214172,-66.4132819,1994,Others
DENV2|GQ398306|DENV-2_PR_22DN_1994|Puerto_Rico|1994,Puerto Rico,Puerto Rico,Caribbean,Puerto Rico,18.2214172,-66.4132819,1994,Others
DENV2|GQ398307|DENV-2_PR_19DN_1994|Puerto_Rico|1994,Puerto Rico,Puerto Rico,Caribbean,Puerto Rico,18.2214172,-66.4132819,1994,Others
DENV2|GQ398294|DENV-2_PR_45DN_1994|Puerto_Rico|1994,Puerto Rico,Puerto Rico,Caribbean,Puerto Rico,18.2214172,-66.4132819,1994,Others
DENV2|GQ398295|DENV-2_PR_14DN_1994|Puerto_Rico|1994,Puerto Rico,Puerto Rico,Caribbean,Puerto Rico,18.2214172,-66.4132819,1994,Others
DENV2|GQ398296|DENV-2_PR_44DN_1994|Puerto_Rico|1994,Puerto Rico,Puerto Rico,Caribbean,Puerto Rico,18.2214172,-66.4132819,1994,Others
DENV2|GQ398297|DENV-2_PR_21DN_1994|Puerto_Rico|1994,Puerto Rico,Puerto Rico,Caribbean,Puerto Rico,18.2214172,-66.4132819,1994,Others
DENV2|GQ398308|DENV-2_PR_3DN_1994|Puerto_Rico|1994,Puerto Rico,Puerto Rico,Caribbean,Puerto Rico,18.2214172,-66.4132819,1994,Others
DENV2|GQ398309|DENV-2_PR_1DN_1994|Puerto_Rico|1994,Puerto Rico,Puerto Rico,Caribbean,Puerto Rico,18.2214172,-66.4132819,1994,Others
DENV2|GQ398310|DENV-2_PR_48DN_1994|Puerto_Rico|1994,Puerto Rico,Puerto Rico,Caribbean,Puerto Rico,18.2214172,-66.4132819,1994,Others
DENV2|GQ398313|DENV-2_PR_11DN_1994|Puerto_Rico|1994,Puerto Rico,Puerto Rico,Caribbean,Puerto Rico,18.2214172,-66.4132819,1994,Others
DENV2|GQ398314|DENV-2_PR_13DN_1994|Puerto_Rico|1994,Puerto Rico,Puerto Rico,Caribbean,Puerto Rico,18.2214172,-66.4132819,1994,Others
DENV2|GQ398286|DENV-2_PR_42DN_1994|Puerto_Rico|1994,Puerto Rico,Puerto Rico,Caribbean,Puerto Rico,18.2214172,-66.4132819,1994,Others
